"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,51.6977541240272,4.77373852719459
"2",2022-03-08 00:00:05,1,303,100,51.3453694888924,5.23658810158602
"3",2022-03-08 00:00:10,1,303,100,51.2145760038672,5.08684603449163
"4",2022-03-08 00:00:15,1,303,100,52.6514433574053,4.92802414562194
"5",2022-03-08 00:00:20,1,303,100,50.2209158190804,5.95063672522029
"6",2022-03-08 00:00:25,1,303,100,50.8355987762334,5.01796202485165
"7",2022-03-08 00:00:30,1,303,100,47.3711292723789,5.03107449077372
"8",2022-03-08 00:00:35,1,303,100,50.5177624670095,5.63095747521391
"9",2022-03-08 00:00:40,1,303,100,49.1976377003213,5.19205834759448
"10",2022-03-08 00:00:45,1,303,100,50.2171323552434,5.3958306512563
"11",2022-03-08 00:00:50,1,303,100,50.5608545305605,5.73260945617188
"12",2022-03-08 00:00:55,1,303,100,50.0416389566827,5.08297894800315
"13",2022-03-08 00:01:00,1,303,100,48.7242330664254,5.56279783712291
"14",2022-03-08 00:01:05,1,303,100,50.3326710044701,5.39704878818396
"15",2022-03-08 00:01:10,1,303,100,50.9894068144582,5.65376353992397
"16",2022-03-08 00:01:15,1,303,100,51.3111782812619,5.39472106820997
"17",2022-03-08 00:01:20,1,303,100,51.6255101920283,5.15828361419008
"18",2022-03-08 00:01:25,1,303,100,52.7034963040042,5.66878098768561
"19",2022-03-08 00:01:30,1,303,100,50.8062090780477,5.32075349477958
"20",2022-03-08 00:01:35,1,303,100,50.7193698405853,5.0238743579961
"21",2022-03-08 00:01:40,1,303,100,50.4948012651701,5.37109467702066
"22",2022-03-08 00:01:45,1,303,100,48.536304114243,5.03008319370262
"23",2022-03-08 00:01:50,1,303,100,49.8752227657471,5.84752376530687
"24",2022-03-08 00:01:55,1,303,100,49.6313885274789,5.10274020893516
"25",2022-03-08 00:02:00,1,303,100,49.4170361821998,5.36706279272658
"26",2022-03-08 00:02:05,1,303,100,50.3612460026973,5.32796454189015
"27",2022-03-08 00:02:10,1,303,100,52.087712546237,4.83226505237111
"28",2022-03-08 00:02:15,1,303,100,50.0157660039964,5.29696088602703
"29",2022-03-08 00:02:20,1,303,100,47.7835907194075,5.36929121260864
"30",2022-03-08 00:02:25,1,303,100,50.2747681979585,5.28037469746265
"31",2022-03-08 00:02:30,1,303,100,51.7540471178434,5.33329327227523
"32",2022-03-08 00:02:35,1,303,100,48.1172258059231,5.11036875999368
"33",2022-03-08 00:02:40,1,303,100,49.6990565454087,5.16856453099878
"34",2022-03-08 00:02:45,1,303,100,50.2082807749903,5.55281708559512
"35",2022-03-08 00:02:50,1,303,100,51.1480724038018,4.93710784480557
"36",2022-03-08 00:02:55,1,303,100,51.6607633158538,5.16940224026173
"37",2022-03-08 00:03:00,1,303,100,50.8714489559204,5.47330736848617
"38",2022-03-08 00:03:05,1,303,100,51.1549535312881,5.50859183746672
"39",2022-03-08 00:03:10,1,303,100,47.6178595985015,5.37167802148857
"40",2022-03-08 00:03:15,1,303,100,50.140539756078,5.06294618139572
"41",2022-03-08 00:03:20,1,303,100,50.7006852300175,5.48513263354441
"42",2022-03-08 00:03:25,1,303,100,49.2137975709963,5.89549892927061
"43",2022-03-08 00:03:30,1,303,100,49.5332311787171,4.99973053288924
"44",2022-03-08 00:03:35,1,303,100,50.6154168923791,5.59922605802031
"45",2022-03-08 00:03:40,1,303,100,51.9247783275666,5.40835776306821
"46",2022-03-08 00:03:45,1,303,100,50.5240949582524,5.35469942445304
"47",2022-03-08 00:03:50,1,303,100,51.4803137466185,5.64542252324854
"48",2022-03-08 00:03:55,1,303,100,47.1813007446091,5.12675043959514
"49",2022-03-08 00:04:00,1,303,100,50.3440867418717,5.60557961659509
"50",2022-03-08 00:04:05,1,303,100,46.7032269268166,4.98558049305173
"51",2022-03-08 00:04:10,1,303,100,50.048287545344,5.06981916490545
"52",2022-03-08 00:04:15,1,303,100,51.4432374256875,5.15267406135771
"53",2022-03-08 00:04:20,1,303,100,50.9092416870625,5.42160058826866
"54",2022-03-08 00:04:25,1,303,100,49.4284135945903,5.36914213884762
"55",2022-03-08 00:04:30,1,303,100,50.4272608545976,5.23115354991585
"56",2022-03-08 00:04:35,1,303,100,48.1424948990407,5.67246794104683
"57",2022-03-08 00:04:40,1,303,100,48.1434451130792,5.38105570476051
"58",2022-03-08 00:04:45,1,303,100,49.4493609875695,5.12754832304944
"59",2022-03-08 00:04:50,1,303,100,49.51900399221,5.18712077042704
"60",2022-03-08 00:04:55,1,303,100,49.2941134524679,5.53740988480408
"61",2022-03-08 00:05:00,1,303,100,50.2692871870009,5.25598222985839
"62",2022-03-08 00:05:05,1,303,100,51.2062084332299,5.32771686571425
"63",2022-03-08 00:05:10,1,303,100,49.8133992177377,5.4302855487319
"64",2022-03-08 00:05:15,1,303,100,49.7307929091004,5.39072365946671
"65",2022-03-08 00:05:20,1,303,100,52.1749711367313,5.11865302621538
"66",2022-03-08 00:05:25,1,303,100,48.1782829992413,5.30688407975928
"67",2022-03-08 00:05:30,1,303,100,45.3635155515929,5.14951895269278
"68",2022-03-08 00:05:35,1,303,100,50.7670078803925,5.75427953323967
"69",2022-03-08 00:05:40,1,303,100,50.4657018271721,5.83708474854153
"70",2022-03-08 00:05:45,1,303,100,47.9637320758864,5.65395219883692
"71",2022-03-08 00:05:50,1,303,100,50.8233533574258,5.29411231263636
"72",2022-03-08 00:05:55,1,303,100,51.4092385749203,5.23203368607501
"73",2022-03-08 00:06:00,1,303,100,47.8596172953791,5.76053199816198
"74",2022-03-08 00:06:05,1,303,100,49.0542993232592,5.34588465742353
"75",2022-03-08 00:06:10,1,303,100,49.5706546209785,5.22123115028745
"76",2022-03-08 00:06:15,1,303,100,48.0459983885292,5.0782562897382
"77",2022-03-08 00:06:20,1,303,100,50.6861178921759,5.51048105089283
"78",2022-03-08 00:06:25,1,303,100,47.4657578311495,5.57626083708522
"79",2022-03-08 00:06:30,1,303,100,53.3022034764089,5.04132511583785
"80",2022-03-08 00:06:35,1,303,100,48.2258039941683,5.11060397770072
"81",2022-03-08 00:06:40,1,303,100,51.065203442996,5.23501378177344
"82",2022-03-08 00:06:45,1,303,100,49.8279445503041,5.20591211966974
"83",2022-03-08 00:06:50,1,303,100,48.9246119402291,5.25772894033919
"84",2022-03-08 00:06:55,1,303,100,50.9183666674341,5.04814021078515
"85",2022-03-08 00:07:00,1,303,100,49.2187419686934,4.96145822118105
"86",2022-03-08 00:07:05,1,303,100,49.7637370211723,4.91218102995521
